Вікненська сільська лікарська амбулаторія ,головний лікар Путенко Микола Дмитрович,(05254) 3-77-38,"26300  Кіровоградська обл., Гайворонський р-н, с.Вікнено"
Могильнянська сільська лікарська амбулаторія,головний лікар Білявський Федір Федорович,(05254) 3-25-17,"26300  Кіровоградська обл., Гайворонський р-н, с.Могильне "
Таужнянська сільська лікарська амбулаторія ,головний лікар Павлюк Людмила Володимирівна ,(05254) 3-61-17,"26300  Кіровоградська обл., Гайворонський р-н, с.Таужне "
Сальківська селищна амбулаторія ,в.о Літинська Людмила Григорівна,(05254) 7-52-22,"26300  Кіровоградська обл., Гайворонський р-н, с.Салькове "
Голованівська центральна районна лікарня,головний лікар Опалюк Микола Дмитрович,(05252) 2-16-03," 26500  Кіровоградська обл., смт.Голованівськ, вул.ХХІІ Партз""їзду, 2 "
,,,
,,,
Побузька селищна лікарня,головний лікар Фомін Валерій Григорович ,(05252) 5-11-48,"26500  Кіровоградська обл., Голованівський район, с.Побузьке"
,,,
,,,
,,,
Троянська сільська лікарська амбулаторія ,головний лікар Кривошея Вільям Анатолійович,(05252) 4-32-34,"26500 Кіровоградська обл., Голованівський район, с.Трояни"
Клиновська сільська лікарська амбулаторія ,головний лікар Бабій Марія Іванівна,(05252) 4-23-38,"26500 Кіровоградська обл., Голованівський район, с.Клинове"
Молдовська сільська лікарська амбулаторія ,головний лікар Кармазановська Валентина Семенівна,(05252) 4-41-38,"26500 Кіровоградська обл., Голованівський район, с.Молдовка"
Перегонівська сільська лікарська амбулаторія ,головний лікар Сміляцець Анатолій Степанович,(05252) 2-41-54,"26500 Кіровоградська обл., Голованівський район, с.Перегонівка"
Добровеличківська центральна районна лікарня,головний лікар Романенко Галина Григорівна,(05253) 2-13-01  e-mail:       rrr@dv.kw.ukrtel.net," 27000  Кіровоградська обл., смт.Добровеличківка, вул.Артюха, 10 "
,,,
,,,
,,,
,,,
Піщанобрідська дільнична лікарня,головний лікар Іон Микола Антонович,(05253) 2-52-03,"27000  Кіровоградська обл., Добровеличківський р-н, с.Піщаний Брід"
Тишківська дільнична лікарня,головний лікар Скуратов Петро Григорович,(05253) 5-54-36,"27000  Кіровоградська обл., Добровеличківський р-н, с.Тишківка"
Помічнянська селищна амбулаторія ,головний лікар Ткаченко Ольга Миколаївна,(05253) 2-71-43,"27000  Кіровоградська обл., Добровеличківський р-н, м.Помічна"
Липняжська сільська лікрська амбулаторія,головний лікар Мірошниченко Анатолій Іванович,(05253) 2-82-22,"27000  Кіровоградська обл., Добровеличківський р-н, с.Липняжка"
Перчунівська сільська лікарська амбулаторія ,головний лікар Кондратюк Анатолій Харитонович,(05253) 2-92-32,"27000  Кіровоградська обл., Добровеличківський р-н, с.Перчунове"
Долинська центральна районна лікарня,головний лікар Клубнікін Олександр Іванович,(05234) 5-40-50,"28500  Кіровоградська обл., м.Долинська, вул.Чкалова, 69"
,,,
,,,
Братолюбівська дільнична лікарня,головний лікар                Готовська С.Ф.,(05234) 6-02-21,"28500  Кіровоградська обл., Долинський р-н, с.Братолюбівка"
Кіровська дільнична лікарня ,головний лікар Соколенко Сергій Іванович,(05234) 6-04-69,"28500  Кіровоградська обл., Долинський р-н, с.Кірове"
Молодіжненська селищна лікарня,головний лікар Вікторов Вячеслав Олександрович,(05234) 4-14-01,"28500  Кіровоградська обл., Долинський р-н, смт.Молодіжне"
,,,
,,,
Гурівська сільська лікарська амбулаторія ,головний лікар Бирча-Шевченко Д.Л.,(05234) 6-24-45,"28500  Кіровоградська обл., Долинський р-н, с.Гурівка"
"Знам""янська центральна районна лікарня ",головний лікар Муравський Ігор Борисович,(05233) 2-23-62      факс 2-20-91,"27400  Кіровоградська обл., м.Знам""янка, вул.Гагаріна, 27"
,,,
,,,
,,,
"Знам""янська міська амбулаторія ",головний лікар Мельничук Ольга Яківна,(05233) 4-94-39,"28400  Кіровоградська обл., м.Знам""янка, вул.Леніна, 70"
"Знам""янська міська станція швидкої медичної допомоги",головний лікар Безрядін Юрій Олександрович,(05233) 5-35-46,
"Сабліно-Знам""янська дільнична лікарня",головний лікар Гречина Наталія Іванівна,(05233) 4-02-04,"27400  Кіровоградська обл., Знам""янський р-н, с.Володимирівка"
Дмитрівська дільнична лікарня,головний лікар Скирта Віссаріон Михайлович,(05233) 4-25-48,"27400  Кіровоградська обл., Знам""янський р-н, с.Дмитрівка"
Мошоринська дільнична лікарня,головний лікар Коробченко Галина Пантеліївна ,(05233) 4-52-27,"27400  Кіровоградська обл., Знам""янський р-н, с.Мошорино"
Богданівська сільська лікарська амбулаторія ,головний лікар Трохіна Тетяна Яківна,(05233) 4-83-43,"27400  Кіровоградська обл., Знам""янський р-н, с.Богданівка, вул.Миру, 26"
Диківська сільська лікарська амбулаторія ,головний лікар Михайлицький Пилип Степанович,(05233) 4-12-03,"27400  Кіровоградська обл., Знам""янський р-н, с.Диківка, вул.Леніна, 1"
Суботська сільська лікарська амбулаторія ,головний лікар Бородата Ніна Миколаївна ,(05233) 4-62-30,"27400  Кіровоградська обл., Знам""янський р-н, с.Суботці, вул.Леніна, 19"
Трепівська сільська лікарська амбулаторія ,головний лікар Матвієвська  Світлана Анатоліївна ,(05233) 4-72-66,"27400  Кіровоградська обл., Знам""янський р-н, с.Трепівка, вул.Леніна, 1"
Цибулівська сільська лікарська амбулаторія ,головний лікар Донченко Наталія Іванівна,(05233) 4-32-18,"27401  Кіровоградська обл., Знам""янський р-н, с.Цибулеве, вул.Леніна, 20"
Іванковецька сільська лікарська амбулаторія ,медична сестра  Будяк Надія Іванівна,(05233) 4-42-17,"27400  Кіровоградська обл., Знам""янський р-н, с.Іванківці, вул.Шевченко, 27"
Петрівська сільська лікарська амбулаторія ,головний лікар Зраєнко Жанетта Володимирівна,(05233) 9-02-33,"27401  Кіровоградська обл., Знам""янський р-н, с.Петрове, вул.40 років Перемоги, 1"
Обласна бальнеологічна лікарня ,головний лікар Шандра Ганна Василівна,(05233) 5-20-68,"27400 Кіровоградська обл., м.Знам""янка,                            вул.Героїв Сталінграда 6"
Обласний протитуберкульозний санаторій для дорослих ,головний лікар Прохода Петро Сергійович ,(05233) 2-36-93        2-59-33,"27410 Кіровоградська обл., м.Знам""янка,                            вул.Санаторна 1"
Кіровоградська центральна районна лікарня,головний лікар Пивоварчук Юрій Петрович,тел/факс (0522)    56-30-50                 e-mail: veronica@ kw.ukrtel.net," 27600  м.Кіровоград, вул.Аерофлотська, 5"
,,,
,,,
,,,
Аджамська дільнична лікарня,головний лікар Мальований Василь Олександрович,(0522) 31-14-35,"27600  Кіровоградська обл., Кіровоградський р-н, с.Аджамка"
Миколаївська сільська лікаська амбулаторія ,головний лікар Гришина Зініїда Юріївна,(0522) 31-27-43,"27601  Кіровоградська обл., Кіровоградський р-н, с.Миколаївка "
Володимирівська сільська лікаська амбулаторі,головний лікар Грубовська Ольга Іванівна,(0522) 31-31-42,"27602  Кіровоградська обл., Кіровоградський р-н, с.Володимирівка "
Оситняжська сільська лікаська амбулаторі,головний лікар Боровик Тетяна Миронівна ,(0522) 31-25-33,"27603  Кіровоградська обл., Кіровоградський р-н, с.Оситняжка"
Катериніввська сільська лікаська амбулаторі,головний лікар Тернавська Тамара Олексіївна,(0522) 31-46-04,"27604  Кіровоградська обл., Кіровоградський р-н, с.Катеринівка"
Покровська сільська лікаська амбулаторі,головний лікар Субчинська Любов Олександрівна,(0522) 31-71-17,"27605  Кіровоградська обл., Кіровоградський р-н, с.Покровське"
Сазонівська сільська лікаська амбулаторі,головний лікар Погорелова Катерина Олександрівна,(0522) 31-55-51,"27606  Кіровоградська обл., Кіровоградський р-н, с.Сазонівка"
Соколівська сільська лікаська амбулаторі,головний лікар Черненко Людмила Дмитрівна,(0522) 31-33-42,"27607  Кіровоградська обл., Кіровоградський р-н, с.Соколівське"
Крупська сільська лікаська амбулаторі,головний лікар Телятник Сергій Олександрович,(0522) 31-43-40,"27608  Кіровоградська обл., Кіровоградський р-н, с.Крупське"
Первозванівська сільська лікаська амбулаторі,головний лікар Кирпа Олександр Михайлович,(0522) 31-61-86,"27609  Кіровоградська обл., Кіровоградський р-н, с.Первозванівка"
Северинівська сільська лікаська амбулаторі,головний лікар Олійник Аліфтіна Володимирівна,(0522) 31-21-59,"27610  Кіровоградська обл., Кіровоградський р-н, с.Северинка"
Бережинська сільська лікаська амбулаторі,головний лікар Лоїк Тамара Василівна ,(0522) 31-63-84,"27611  Кіровоградська обл., Кіровоградський р-н, с.Бережинка"
Грузчанська сільська лікаська амбулаторі,головний лікар Третяк Наталія Володимирівна ,(0522) 31-28-26,"27612  Кіровоградська обл., Кіровоградський р-н, с.Грузьке"
Калинівська сільська лікаська амбулаторі,головний лікар Високолова Ганна Дмитрівна ,(0522) 31-39-30,"27613  Кіровоградська обл., Кіровоградський р-н, с.Калинівка"
Компаніївська центральна районна лікарня,головний лікар Нагнібіда Анатолій Афанасійович ,(05240) 9-12-53 факс 9-17-53,"28400  Кіровоградська обл., смт.Компаніївка, вул.Садова, 190"
,,,
,,,
,,,
Лозуватська сільська лікаська амбулаторі,головний лікар Ренкас Вікторія Семенівна ,(05240) 9-82-82,"28400  Кіровоградська обл., Компаніївський район, с.Лозуватка "
Голубієвичківська сільська лікаська амбулаторі,головний лікар Мірза Микола Олександрович ,(05240) 9-41-20,"28400  Кіровоградська обл., Компаніївський район, с.Голубієвичи"
Маловисківська центральна районна лікарня,головний лікар Чупрій Костянтин Леонідович,(05258) 5-10-66 факс 5-39-75             e-mail: hosp@mail.kw.ukrtel.net,"26241  Кіровоградська обл., м.Мала Виска, вул.Шевченка, 63"
,,,
,,,
,,,
Станіця переливання крові ,головний лікар Крикуненко Микола Якович,(05258) 2-20-01,"26241 Кіровоградська обл., м.Мала Виска, вул. 40 років Жовтня, 92"
Великовисківська дільнична лікарня,головний лікар Западенко Валентина Василівна,(05258) 4-32-73,"26241  Кіровоградська обл., Маловисківський р-н, с.В.Виска"
Злинська дільнична лікарня,головний лікар Гайдай Микола Васильович,(05258) 3-61-54,"26241  Кіровоградська обл., Маловисківський р-н, с.Злинка"
Хмелівська сільська лікарська амбулаторія ,головний лікар Стеренчук Михайло Миколайович,(05258) 3-83-05,"26241  Кіровоградська обл., Маловисківський р-н, с.Хмельове"
Смолінська селищна амбулаторія ,головний лікар Петрушенко Тетяна Миколаївна,(05258) 4-13-69,"26242  Кіровоградська обл., Маловисківський р-н, с.Смоліно"
Оникієвська сільська лікарська амбулаторія ,головний лікар Жигир Юлія Миколаївна,(05258) 4-43-48,"26243  Кіровоградська обл., Маловисківський р-н, с.Оникієєво"
Плетеноташлицька сільська лікарська амбулаторія ,головний лікар Киіфоренко Василь Петрович ,(05258) 4-56-16,"26244  Кіровоградська обл., Маловисківський р-н, с.Плетений Ташлик "
Новгородківська центральна районна лікарня,головний лікар Тютюнник Микола Васильович,(05241) 9-13-31,"28200  Кіровоградська обл., смт.Новгородка, вул.Кірова, 37"
,,,
,,,
,,,
Верблюжська дільнична лікарня,головний лікар Рашевський Іван Данилович,(05241) 9-32-22," 28200  Кіровоградська обл., Новгородківський р-н, с.Верблюжка"
"Інгуло-Кам""янська сільська лікарська амбулаторія ",головний лікар Кизима Свілана Йосипівна,(05255) 9-53-18," 28201  Кіровоградська обл., Новгородківський р-н, с.Інгуло-Кам""янка"
"Вершино-Кам""янська сільська лікарська амбулаторія ",головний лікар Пономаренко Марія Прокопівна ,(05255) 9-41-91," 28202  Кіровоградська обл., Новгородківський р-н, с.Вершино-Кам""янка"
Новоархангельська центральна районна лікарня,головний лікар Хабленко Надія Василівна,(05255) 2-22-92,"26100  Кіровоградська обл., Новоархангельський р-н, с.Торговиця, вул.Сірка, 15"
,,,
,,,
,,,
Надлакська дільнична лікарня,головний лікар Каратнюк Сергій Васильович,(05255) 2-63-03,"26100  Кіровоградська обл., Новоархангельський р-н, с.Надлак "
Підвисоцька дільнична лікарня,головний лікар Свилюк Володимир Петрович,(05255) 4-32-03,"26100  Кіровоградська обл., Новоархангельський р-н, с.Підвисоке"
"Кам""янеченська сільська лікарська амбулаторія ",головний лікар Бобровська Валентина Юріївна,(05255) 3-41-42,"26101  Кіровоградська обл., Новоархангельський р-н, с.Камянече "
Калниболотська сільська лікарська амбулаторія ,головний лікар Титаренко Ніна Іванівна,-5255,"26102  Кіровоградська обл., Новоархангельський р-н, с.Калниболота"
Скалхуторська сільська лікарська амбулаторія ,головний лікар Положаєнко галина Володимирівна,(05255) 3-71-02,"26103  Кіровоградська обл., Новоархангельський р-н, с.Скалівські Хутори "
Нерубайська сільська лікарська амбулаторія ,головний лікар Лащевський микола Тиофанович,(05255) 3-35-38,"26104  Кіровоградська обл., Новоархангельський р-н, с.Нерубайка"
Покотилівська сільська лікарська амбулаторія ,головний лікар Кордон Сергій Володимирович ,(05255) 4-42-38,"26105  Кіровоградська обл., Новоархангельський р-н, с.Покотилове"
Новомиргородська центральна районна лікарня,в.о. головного лікаря Агєєв Віктор Георгійович ,(05256) тел/факс 2-11-64,"26000  Кіровоградська обл., м.Новомиргород, вул.Леніна, 92"
,,,
,,,
Новомиргородський районний протитуберкульозний диспансер ,"головний лікар Гаврилюк Мар""ян Васильович",(05256) 2-14-85,"26000  Кіровоградська обл., м.Новомиргород, вул.Леніна"
Коробчинська дільнична лікарня,головний лікар Шаригин Станіслав Дмитрович,(05256) 9-91-47,"26000  Кіровоградська обл., Новомиргородський р-н, с.Коробчино"
Капитанівська селищна лікарня,в.о. головного лікаря Нестеренко Лідія Петрівна ,(05256) 9-23-62,"26000  Кіровоградська обл., Новомиргородський р-н, смт.Капітанівка"
,,,
Оситняжська сільська лікаська амбулаторі,головний лікар Дяченко Лариса Степанівна,(05256) 9-43-34,"26000  Кіровоградська обл., Новомиргородський р-н, с.Оситняжка"
Петроострівська сільська лікаська амбулаторі,головний лікар Касян Володимир Маркович ,(05256) 9-46-26,"26001  Кіровоградська обл., Новомиргородський р-н, с.Петроострів"
Панчевська сільська лікаська амбулаторі,головний лікар Щербін Юрій Анатолійович,(05256) 9-51-26,"26002  Кіровоградська обл., Новомиргородський р-н, с.Панчево "
Новоукраїнська центральна районна лікарня,головний лікар Шилінський Ігор Миколайович,(05251)  2-27-88   т/ф 2-32-47  e-mail: bolnica@nu.kw.ukrtel.net              ," 27100  Кіровоградська обл., м.Новоукраїнка, пров.Лікарняний, 1"
,,,
,,,
,,,
Новоукраїнська міська стоматполіклініка ,головний лікар Поповкін Олександр Іванович ,(05251) 2-15-51," 27100  Кіровоградська обл., м.Новоукраїнка, пров.Лікарняний, 7"
Рівненська районна лікарня,головний лікар Зборчий Анатолій Володимирович,(05251) 4-15-72," 27100  Кіровоградська обл., Новоукраїнський р-н, с.Рівне"
Глодоська дільнична лікарня,головний лікар Лисоконь Василь Степанович,(05251) 3-65-33," 27100  Кіровоградська обл., Новоукраїнський р-н, с.Глодоси"
Камишуватська дільнична лікарня,головний лікар Левченко Анжела Володимирівна,(05251) 3-42-19,"27100  Кіровоградська обл., Новоукраїнський район, с.Камишувате"
Іванівська сільська лікарська амбулаторія ,головний лікар Ліпський Олександр Сергійович ,(05251) 4-33-87,"27101  Кіровоградська обл., Новоукраїнський район, с.Іванівка"
Помічнянська сільська лікарська амбулаторія ,"головний лікар Гребінь Степан Лук""янович ",(05251) 3-25-49,"27102  Кіровоградська обл., Новоукраїнський район, с.Помічна "
Олександрівська центральна районна лікарня,головний лікар Щур Валерій Дмитрович,(05242) 5-23-28,"27300 Кіровоградська обл., смт.Олександрівка, вул.Шевченка, 57"
,,,
,,,
,,,
Родниківська дільнична лікарня,головний лікар Павлій Тетяна Борисівна ,(05242) 7-63-38,"27300  Кіровоградська обл., Олександрівський р-н, с.Родниківка"
Ставидлянська дільнична лікарня,головний лікар Зубаха Олександр Степанович,(05242) 9-83-19,"27300  Кіровоградська обл., Олександрівський р-н, с.Ставидла"
Цвітнянська дільнична лікарня,головний лікар Гребенюк Володимир Архипович,(05242) 7-33-38,"27300  Кіровоградська обл., Олександрівський р-н, с.Цвітне"
Єлизаветградська  селищна лікарня,головний лікар Мазуріка Михайло Миколайович,(05242) 9-04-86,"27300  Кіровоградська обл., Олександрівський р-н, смт.Єлизаветградка"
Красносільська сільська лікарська амблаторрія ,головний лікар Валичко Алла Миколаївна ,(05242) 7-43-38,"27301  Кіровоградська обл., Олександрівський р-н, с.Красносілка "
Триліська сільська лікарська амблаторрія ,головний лікар Кримський Анатолій Анатолійович ,(05242) 7-83-11,"27302  Кіровоградська обл., Олександрівський р-н, с.Триліси"
Староосотський протитуберкульозний дитячий санаторій ,головний лікар Баглюк Євген Юхимович ,(05242) 5-22-54,"27300  Кіровоградська обл., Олександрівський р-н, с.Поселянівка"
Олександрійська центральна районна лікарня,головний лікар Гарагуля Валентина Корніївна,(05235) 2-33-39   e-mail: medick@alex.kw. ukrtel.net," 28000  Кіровоградська обл., м.Олександрія, вул.Клари Цеткін, 2"
,,,
,,,
,,,
Новопражська районна лікарня,головний лікар Мошин Дмитро Олександрович,(05235) 9-11-66 9-19-03,"28000  Кіровоградська обл., Олександрійський р-н, смт.Нова Прага"
,,,
Приютівська селищна лікарня,головний лікар Данилюк Андрій Григорович,(05235) 9-73-92 9-74-03,"28000  Кіровоградська обл., Олександрійський р-н, смт.Приютівка"
"Червонокам""янська дільнична лікарня",головний лікар Бабій Микола Матвійович,(05235) 9-35-91,"28000  Кіровоградська обл., Олександрійський р-н, с.Червона Кам""янка"
